lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0.8383405,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,5.62567717,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,2.5242019,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,91.85012093,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,5.36515724,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0.81559833,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,93.81924443,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,1.81728263,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,98.18271737,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,4.4309208,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,1.52786939,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,94.0412098,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,2.33006204,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,4.63395743,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,92.03426595,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,1.00171458,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,8.8820257,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,1.40737714,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,89.71059715,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,1.96786649,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,98.03213351,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,9.7980051,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,1.33698894,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,88.86500597,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,1.30353975,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,4.81316502,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,93.88329523,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,5.76605146,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,1.55395247,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,91.98256538,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0.69743069,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,3.44898267,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,4.6525133,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,91.89850404,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diag3,"Debido al diagnóstico de Covid – 19, ¿fue usted internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,19.48697156,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,7.8776906,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,72.63533785,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,13.63686285,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,10.88521661,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,74.80255364,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,0.6753669,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,10.84067893,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,15.27892309,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,73.88039797,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,3.77445982,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,6.02547484,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,87.95266191,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,2.24740343,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,7.91089784,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,17.49864367,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,74.59045849,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,13.05073736,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,7.55441119,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,78.90088046,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0.49397098,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,17.63404324,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,8.6996027,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,73.66635406,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,16.13430269,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,15.57385707,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,68.29184024,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,19.47517711,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,11.32030494,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,67.95547326,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,1.2490447,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,17.82777431,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,14.6954107,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,67.13035307,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,0.34646192,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,13.41298417,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,6.26602561,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,80.32099022,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,16.45695811,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
